,pitot_tube,Weight,COG_dev_y,temp_front_left,temp_front_right
0,0.97283935546875,507.9,0.00443985036424493,21.07574462890625,20.86578369140625
1,0.97283935546875,502.4,0.008320063694267516,21.07574462890625,20.86578369140625
2,0.9652099609375071,499.6,0.00924739791833467,21.07574462890625,20.87890625
3,0.9652099609375071,503.2,0.005246422893481718,21.07574462890625,20.87890625
4,0.97283935546875,505.5,0.0038081107814045504,21.07574462890625,20.86578369140625
5,0.97283935546875,503.2,0.005246422893481718,21.07574462890625,20.86578369140625
6,0.97283935546875,502.8,0.006782020684168655,21.07574462890625,20.87890625
7,0.9804687499999929,505.6,0.005874208860759495,21.0888671875,20.87890625
8,0.9804687499999929,505.6,0.005874208860759495,21.0888671875,20.87890625
9,0.9804687499999929,501.9,0.007780434349472007,21.0888671875,20.87890625
10,0.97283935546875,500.0,0.007700000000000001,21.07574462890625,20.87890625
11,0.97283935546875,503.7,0.005787174905697837,21.07574462890625,20.87890625
12,0.9804687499999929,505.1,0.005335577113442883,21.0888671875,20.87890625
13,0.9880981445312358,501.0,0.00878243512974052,21.07574462890625,20.87890625
14,0.9880981445312358,495.0,0.012222222222222223,21.07574462890625,20.86578369140625
15,0.9804687499999929,497.3,0.0107279308264629,21.07574462890625,20.87890625
16,0.97283935546875,501.9,0.007780434349472007,21.0888671875,20.87890625
17,0.97283935546875,505.1,0.005335577113442883,21.0888671875,20.87890625
18,0.97283935546875,508.3,0.0029215030493802865,21.07574462890625,20.87890625
19,0.9804687499999929,511.5,0.0005376344086021505,21.07574462890625,20.86578369140625
20,0.9880981445312358,509.7,0.002481852069845008,21.07574462890625,20.87890625
21,0.9880981445312358,500.6,0.010327606871753896,21.07574462890625,20.87890625
22,0.9804687499999929,492.3,0.015305707901685964,21.07574462890625,20.87890625
23,0.9804687499999929,492.2,0.013185696871190575,21.07574462890625,20.87890625
24,0.9804687499999929,495.9,0.011201855212744506,21.07574462890625,20.86578369140625
25,0.9804687499999929,495.9,0.011201855212744506,21.07574462890625,20.86578369140625
26,0.97283935546875,496.3,0.009641345960104776,21.07574462890625,20.86578369140625
27,0.97283935546875,498.6,0.008162855996791014,21.07574462890625,20.86578369140625
28,0.9804687499999929,501.4,0.0072397287594734745,21.07574462890625,20.86578369140625
29,0.9804687499999929,503.8,0.007860262008733625,21.07574462890625,20.86578369140625
30,0.9804687499999929,502.9,0.008858620003976934,21.07574462890625,20.86578369140625
31,0.9804687499999929,500.1,0.009788042391521696,21.0888671875,20.87890625
32,0.9804687499999929,500.0,0.007700000000000001,21.0888671875,20.87890625
33,0.9880981445312358,499.5,0.007157157157157158,21.0888671875,20.87890625
34,0.9880981445312358,494.4,0.009567152103559871,21.0888671875,20.87890625
35,0.9880981445312358,491.2,0.0120928338762215,21.0888671875,20.87890625
36,0.9804687499999929,492.2,0.013185696871190575,21.0888671875,20.87890625
37,0.9880981445312358,496.0,0.013306451612903227,21.0888671875,20.87890625
38,0.9957275390624787,495.5,0.012764883955600404,21.07574462890625,20.87890625
39,0.9880981445312358,490.8,0.013671556642216788,21.07574462890625,20.87890625
40,0.9804687499999929,490.7,0.01154473201548808,21.07574462890625,20.87890625
41,0.9804687499999929,497.6,0.00707395498392283,21.0888671875,20.87890625
42,0.97283935546875,502.7,0.004704595185995625,21.0888671875,20.86578369140625
43,0.97283935546875,501.8,0.005699481865284974,21.07574462890625,20.86578369140625
44,0.9880981445312358,500.0,0.007700000000000001,21.07574462890625,20.86578369140625
45,0.9957275390624787,500.5,0.008241758241758242,21.07574462890625,20.87890625
46,0.9880981445312358,500.0,0.007700000000000001,21.0888671875,20.87890625
47,0.9804687499999929,498.6,0.008162855996791014,21.0888671875,20.87890625
48,0.97283935546875,502.8,0.006782020684168655,21.07574462890625,20.86578369140625
49,0.9804687499999929,510.7,0.0035539455649109077,21.07574462890625,20.86578369140625
50,0.9804687499999929,512.1,0.003114626049599686,21.07574462890625,20.86578369140625
51,0.9804687499999929,502.3,0.006241290065697789,21.07574462890625,20.87890625
52,0.97283935546875,492.1,0.01106482422271896,21.07574462890625,20.87890625
53,0.97283935546875,493.1,0.012157777327114178,21.07574462890625,20.86578369140625
54,0.97283935546875,502.9,0.008858620003976934,21.07574462890625,20.86578369140625
55,0.9804687499999929,511.2,0.004088419405320815,21.07574462890625,20.86578369140625
56,0.9880981445312358,512.0,0.00107421875,21.0888671875,20.87890625
57,0.9880981445312358,505.5,0.0038081107814045504,21.0888671875,20.87890625
58,0.9804687499999929,497.2,0.008628318584070796,21.07574462890625,20.86578369140625
59,0.9804687499999929,495.4,0.01065805409769883,21.07574462890625,20.86578369140625
60,0.9880981445312358,500.0,0.007700000000000001,21.07574462890625,20.86578369140625
61,0.9880981445312358,502.8,0.006782020684168655,21.0888671875,20.87890625
62,0.9804687499999929,502.4,0.008320063694267516,21.0888671875,20.87890625
63,0.9804687499999929,499.2,0.010797275641025643,21.0888671875,20.87890625
64,0.9804687499999929,497.3,0.0107279308264629,21.0888671875,20.87890625
65,0.9880981445312358,497.7,0.00917219208358449,21.0888671875,20.87890625
66,0.9804687499999929,498.1,0.007618952017667135,21.0888671875,20.87890625
67,0.9804687499999929,498.1,0.007618952017667135,21.0888671875,20.87890625
68,0.9804687499999929,498.1,0.007618952017667135,21.0888671875,20.87890625
69,0.9880981445312358,500.9,0.006697943701337593,21.0888671875,20.87890625
70,0.9880981445312358,503.2,0.005246422893481718,21.0888671875,20.87890625
71,0.9880981445312358,504.6,0.004795877923107412,21.0888671875,20.87890625
